ID,Count
18715,702.028204
18716,674.6248592
18717,629.6909223
18718,631.9753621
18719,617.0371125
18720,553.0105192
18721,441.3313263
18722,373.5022354
18723,308.6115534
18724,259.7592771
18725,232.5274007
18726,250.0300972
18727,289.9688722
18728,333.9172487
18729,431.4940444
18730,612.4567914
18731,678.9886583
18732,686.182355
18733,606.8747972
18734,648.8969926
18735,640.7008956
18736,624.3480113
18737,638.892644
18738,654.6165711
18739,694.6143109
18740,667.500364
18741,623.0409599
18742,625.3012744
18743,610.5207828
18744,577.0098017
18745,460.4840094
18746,389.7113045
18747,322.0045281
18748,271.0321844
18749,242.6185122
18750,260.8807822
18751,302.5528009
18752,348.4084277
18753,450.2198138
18754,639.0358945
18755,708.4550791
18756,715.9609643
18757,633.2116556
18758,677.0575099
18759,668.5057226
18760,651.4431638
18761,666.6189974
18762,683.0253039
18763,724.7588462
18764,696.4682214
18765,650.0793896
18766,652.4377961
18767,637.015868
18768,561.8276155
18769,448.3678305
18770,379.4572852
18771,313.5319983
18772,263.9008305
18773,236.2347741
18774,254.0165303
18775,294.5920817
18776,339.2411629
18777,438.3737047
18778,622.2216879
18779,689.8143265
18780,697.1227181
18781,616.5506955
18782,659.242885
18783,650.9161109
18784,634.3024993
18785,649.0790288
18786,665.0536554
18787,705.6891116
18788,678.142865
18789,632.9746084
18790,635.270961
18791,620.2548121
18792,545.9949904
18793,435.7325673
18794,368.7639608
18795,304.6964864
18796,256.4639534
18797,229.5775424
18798,246.8581985
18799,286.2903075
18800,329.681152
18801,426.0200818
18802,604.6871232
18803,670.3749623
18804,677.4773993
18805,599.1759426
18806,640.6650416
18807,632.5729208
18808,616.4274903
18809,630.7876088
18810,646.3120611
18811,685.8023869
18812,659.0324093
18813,615.1370202
18814,617.3686602
18815,602.775675
18816,417.6326939
18817,333.2927392
18818,282.068314
18819,233.0629707
18820,196.1698068
18821,175.6043356
18822,188.822345
18823,218.9840465
18824,252.1737929
18825,325.863639
18826,462.5264273
18827,512.7711909
18828,518.2038596
18829,458.3109139
18830,490.0460113
18831,483.8563314
18832,471.5066584
18833,482.4907426
18834,494.3654282
18835,524.5716598
18836,504.0952488
18837,470.5195751
18838,472.2265612
18839,461.0643567
18840,406.6373581
18841,324.517886
18842,274.6420855
18843,226.9269434
18844,191.005094
18845,170.9810657
18846,183.8510745
18847,213.2186858
18848,245.5346203
18849,317.2843774
18850,450.3491398
18851,499.271071
18852,504.5607097
18853,446.2446115
18854,477.1441946
18855,471.1174752
18856,459.0929414
18857,469.7878392
18858,481.3498909
18859,510.7608599
18860,490.823547
18861,458.1318459
18862,459.7938908
18863,448.9255622
18864,570.1353261
18865,454.9978182
18866,385.0682969
18867,318.1681768
18868,267.8031159
18869,239.7279633
18870,257.7726572
18871,298.9481968
18872,344.2575012
18873,444.8559099
18874,631.422442
18875,700.0145688
18876,707.4310291
18877,625.667593
18878,668.9910692
18879,660.5411676
18880,643.6818915
18881,658.6769207
18882,674.8877631
18883,716.1240934
18884,688.1705221
18885,642.3343653
18886,644.6646739
18887,629.426482
18888,564.3954102
18889,450.417065
18890,381.1915688
18891,314.9649749
18892,265.1069712
18893,237.314469
18894,255.1774955
18895,295.9384947
18896,340.7916415
18897,440.3772618
18898,625.0655097
18899,692.9670758
18900,700.3088699
18901,619.3685984
18902,662.2559095
18903,653.8910785
18904,637.2015355
18905,652.0456002
18906,668.0932377
18907,708.9144155
18908,681.2422706
18909,635.8675756
18910,638.1744235
18911,623.0896443
18912,588.0762719
18913,469.3156315
18914,397.185577
18915,328.1802524
18916,276.2303102
18917,247.2716923
18918,265.8842143
18919,308.3554606
18920,355.0905524
18921,458.854579
18922,651.291963
18923,722.042538
18924,729.6923786
18925,645.3560211
18926,690.0427949
18927,681.3269929
18928,663.9371913
18929,679.4040821
18930,696.1250452
18931,738.6589951
18932,709.8257844
18933,662.5472612
18934,664.9508997
18935,649.2331944
18936,574.5450908
18937,458.5170411
18938,388.0466434
18939,320.6290781
18940,269.874464
18941,241.5821615
18942,259.7664238
18943,301.2604394
18944,346.9201929
18945,448.2966893
18946,636.3062376
18947,705.4288965
18948,712.9027202
18949,630.5068771
18950,674.1654428
18951,665.6501847
18952,648.660509
18953,663.7715186
18954,680.1077453
18955,721.6630218
18956,693.493241
18957,647.3025601
18958,649.6508927
18959,634.2948397
18960,557.956839
18961,445.2787484
18962,376.8429703
18963,311.3718833
18964,262.0826551
18965,234.6072073
18966,252.266454
18967,292.5624554
18968,336.9039216
18969,435.3534783
18970,617.9348195
18971,685.0617708
18972,692.3198104
18973,612.3028981
18974,654.7009547
18975,646.4315489
18976,629.9323987
18977,644.6071237
18978,660.4716912
18979,700.8271847
18980,673.4707212
18981,628.6136565
18982,630.8941881
18983,615.9814947
18984,428.7317312
18985,342.1503516
18986,289.5645823
18987,239.2568694
18988,201.38323
18989,180.2712094
18990,193.8405016
18991,224.8037827
18992,258.8755822
18993,334.5238151
18994,474.8185638
18995,526.398636
18996,531.9756836
18997,470.4910186
18998,503.0695103
18999,496.715333
19000,484.0374541
19001,495.3134522
19002,507.5037203
19003,538.5127149
19004,517.4921213
19005,483.0241381
19006,484.7764891
19007,473.317637
19008,417.2563726
19009,332.992415
19010,281.8141473
19011,232.8529618
19012,195.9930416
19013,175.4461016
19014,188.6522006
19015,218.7867239
19016,251.9465636
19017,325.5700091
19018,462.109653
19019,512.309142
19020,517.7369154
19021,457.8979381
19022,489.6044396
19023,483.4203371
19024,471.0817921
19025,482.0559788
19026,493.9199643
19027,524.0989776
19028,503.6410175
19029,470.0955983
19030,471.8010462
19031,460.6488998
19032,581.0491969
19033,463.7076581
19034,392.4395042
19035,324.258742
19036,272.9295631
19037,244.3169791
19038,262.7070953
19039,304.6708417
19040,350.8474839
19041,453.3716073
19042,643.5095074
19043,713.4146656
19044,720.9730963
19045,637.6444956
19046,681.7972957
19047,673.185641
19048,656.0036346
19049,671.2857076
19050,687.8068676
19051,729.8325684
19052,701.3438931
19053,654.6303132
19054,657.00523
19055,641.4753396
19056,574.6224398
19057,458.5787697
19058,388.0988848
19059,320.6722433
19060,269.9107963
19061,241.6146849
19062,259.8013953
19063,301.3009971
19064,346.9668976
19065,448.357042
19066,636.3919013
19067,705.523866
19068,712.9986959
19069,630.5917601
19070,674.2562034
19071,665.7397989
19072,648.7478359
19073,663.8608799
19074,680.1993058
19075,721.7601768
19076,693.5866036
19077,647.3897043
19078,649.738353
19079,634.3802326
19080,599.3149965
19081,478.2847218
19082,404.7761899
19083,334.4521047
19084,281.5093472
19085,251.9973012
19086,270.9655271
19087,314.2484413
19088,361.8766874
19089,467.6237481
19090,663.7388026
19091,735.8414918
19092,743.6375285
19093,657.6894189
19094,703.2302016
19095,694.3478319
19096,676.6256938
19097,692.3881724
19098,709.4286898
19099,752.7755059
19100,723.3912637
19101,675.2092008
19102,677.6587752
19103,661.6406889
19104,583.7583366
19105,465.8696933
19106,394.2692519
19107,325.7705972
19108,274.2020961
19109,245.4561061
19110,263.9319662
19111,306.0913683
19112,352.4833089
19113,455.4854507
19114,646.509868
19115,716.7409588
19116,724.3346306
19117,640.6175106
19118,684.976173
19119,676.3243665
19120,659.0622491
19121,674.4155747
19122,691.0137645
19123,733.2354099
19124,704.6139063
19125,657.6825246
19126,660.0685144
19127,644.4662159
19128,567.1731474
19129,452.6338446
19130,383.0676471
19131,316.5151114
19132,266.4117257
19133,238.4824396
19134,256.433381
19135,297.3949902
19136,342.4688869
19137,442.5446293
19138,628.1418417
19139,696.3775932
19140,703.7555208
19141,622.4168924
19142,665.5152784
19143,657.1092789
19144,640.3375964
19145,655.2547178
19146,671.3813356
19147,712.4034196
19148,684.5950831
19149,638.9970713
19150,641.3152726
19151,626.1562519
19152,438.2108436
19153,349.7151792
19154,295.9667565
19155,244.5467572
19156,205.8357445
19157,184.2569443
19158,198.126249
19159,229.7741177
19160,264.5992331
19161,341.9200225
19162,485.3166403
19163,538.0371302
19164,543.7374845
19165,480.8934145
19166,514.1922055
19167,507.6975395
19168,494.7393571
19169,506.2646636
19170,518.7244544
19171,550.4190474
19172,528.9336955
19173,493.703637
19174,495.4947319
19175,483.7825285
19176,427.3461575
19177,341.0445913
19178,288.6287685
19179,238.4836399
19180,200.7324004
19181,179.6886095
19182,193.2140485
19183,224.0772626
19184,258.038949
19185,333.4427022
19186,473.2840468
19187,524.6974226
19188,530.2564464
19189,468.9704873
19190,501.4436919
19191,495.1100501
19192,482.4731435
19193,493.7126998
19194,505.8635715
19195,536.7723514
19196,515.819692
19197,481.4631023
19198,483.2097901
19199,471.7879707
19200,591.7483018
19201,472.2461035
19202,399.6656589
19203,330.2294555
19204,277.9551307
19205,248.8156911
19206,267.5444323
19207,310.2808749
19208,357.3077871
19209,461.7197307
19210,655.3587204
19211,726.5510719
19212,734.2486792
19213,649.3857137
19214,694.351518
19215,685.5812933
19216,668.0829073
19217,683.6463756
19218,700.4717467
19219,743.2712844
19220,714.2580351
19221,666.6842983
19222,669.1029454
19223,653.2870966
19224,585.9458659
19225,467.6154561
19226,395.7467049
19227,326.9913639
19228,275.2296191
19229,246.3759087
19230,264.9210037
19231,307.2383907
19232,353.8041767
19233,457.1923005
19234,648.9325474
19235,719.4268166
19236,727.0489443
19237,643.0181095
19238,687.5429979
19239,678.8587704
19240,661.5319663
19241,676.9428257
19242,693.6032143
19243,735.9830777
19244,707.2543202
19245,660.1470715
19246,662.5420023
19247,646.8812371
19248,609.9814097
19249,486.7970776
19250,411.9802648
19251,340.4045744
19252,286.519559
19253,256.4822671
19254,275.7880834
19255,319.8413327
19256,368.3172509
19257,475.9463633
19258,675.5518097
19259,748.9377591
19260,756.8725471
19261,669.3947611
19262,715.7460638
19263,706.7056086
19264,688.6680577
19265,704.7110717
19266,722.0548707
19267,766.1731593
19268,736.265946
19269,687.2263544
19270,689.7195255
19271,673.4163545
19272,596.0297103
19273,475.6628915
19274,402.5573139
19275,332.6187267
19276,279.9661875
19277,250.6159187
19278,269.4801658
19279,312.5258145
19280,359.8929751
19281,465.0603584
19282,660.100362
19283,731.8078034
19284,739.5611043
19285,654.0841395
19286,699.3752797
19287,690.5416008
19288,672.9166108
19289,688.5926836
19290,705.5397894
19291,748.6489897
19292,719.4258242
19293,671.5078826
19294,673.9440291
19295,658.0137496
19296,580.0774242
19297,462.9321326
19298,391.7831708
19299,323.7164372
19300,272.4731035
19301,243.9083725
19302,262.2677322
19303,304.1612966
19304,350.2607109
19305,452.6133684
19306,642.4332733
19307,712.221519
19308,719.7673087
19309,636.5780704
19310,680.6570274
19311,672.0597753
19312,654.9065048
19313,670.1630194
19314,686.6565487
19315,728.6119637
19316,700.1709342
19317,653.5354802
19318,655.906425
19319,640.4025075
19320,449.4124152
19321,358.6546194
19322,303.5322763
19323,250.7978759
19324,211.0973301
19325,188.9669313
19326,203.1907639
19327,235.6476173
19328,271.3629344
19329,350.6602025
19330,497.7223331
19331,551.7904673
19332,557.6365344
19333,493.1860406
19334,527.3360172
19335,520.6753342
19336,507.3859139
19337,519.205831
19338,531.9841198
19339,564.4888918
19340,542.4543301
19341,506.3237187
19342,508.1605977
19343,496.1490063
19344,438.2320206
19345,349.7320795
19346,295.9810594
19347,244.5585752
19348,205.8456918
19349,184.2658487
19350,198.1358236
19351,229.7852218
19352,264.6120201
19353,341.9365462
19354,485.3400937
19355,538.0631314
19356,543.7637612
19357,480.9166542
19358,514.2170544
19359,507.7220746
19360,494.7632659
19361,506.2891294
19362,518.7495224
19363,550.445647
19364,528.9592568
19365,493.7274957
19366,495.5186772
19367,483.8059078
19368,602.8377719
19369,481.0960808
19370,407.1554656
19371,336.4180152
19372,283.1640601
19373,253.4785421
19374,272.5582633
19375,316.0955946
19376,364.0037997
19377,470.3724419
19378,667.6402613
19379,740.1667703
19380,748.0086322
19381,661.5553193
19382,707.3637909
19383,698.4292106
19384,680.6029018
19385,696.4580322
19386,713.5987138
19387,757.2003227
19388,727.6433598
19389,679.1780826
19390,681.6420556
19391,665.5298149
19392,596.4444688
19393,475.9938904
19394,402.837441
19395,332.8501857
19396,280.1610072
19397,250.7903145
19398,269.6676886
19399,312.7432914
19400,360.1434134
19401,465.3839794
19402,660.5597053
19403,732.3170456
19404,740.0757418
19405,654.5392963
19406,699.8619531
19407,691.0221272
19408,673.3848725
19409,689.0718538
19410,706.0307526
19411,749.1699512
19412,719.9264502
19413,671.975164
19414,674.4130057
19415,658.4716409
19416,621.2095276
19417,495.757703
19418,419.5637138
19419,346.6705074
19420,291.7936138
19421,261.2034161
19422,280.8646005
19423,325.7287518
19424,375.0969812
19425,484.7072563
19426,687.9869024
19427,762.7236898
19428,770.8045359
19429,681.716519
19430,728.9210246
19431,719.7141589
19432,701.3445852
19433,717.682908
19434,735.3459597
19435,780.2763474
19436,749.8186226
19437,699.876344
19438,702.4154077
19439,685.8121391
19440,606.077248
19441,483.6813522
19442,409.3434015
19443,338.2258284
19444,284.6857019
19445,254.8406626
19446,274.0229127
19447,317.794201
19448,365.9598509
19449,472.9000876
19450,671.2279672
19451,744.1442128
19452,752.0282145
19453,665.1103265
19454,711.1649596
19455,702.1823675
19456,684.2602652
19457,700.2005965
19458,717.4333872
19459,761.2692985
19460,731.5535051
19461,682.8277894
19462,685.3050031
19463,669.1061799
19464,589.1032199
19465,470.1351898
19466,397.8791757
19467,328.7533483
19468,276.7126867
19469,247.7034988
19470,266.3485236
19471,308.8939367
19472,355.7106413
19473,459.6558693
19474,652.4293035
19475,723.3034291
19476,730.9666285
19477,646.4829957
19478,691.2478054
19479,682.5167831
19480,665.096614
19481,680.5905144
19482,697.340677
19483,739.9489033
19484,711.0653416
19485,663.7042567
19486,666.1120926
19487,650.3669397
19488,459.2234378
19489,366.4843287
19490,310.158622
19491,256.2729886
19492,215.705749
19493,193.0922264
19494,207.6265764
19495,240.7919881
19496,277.2869983
19497,358.3153875
19498,508.5879988
19499,563.8364825
19500,569.8101738
19501,503.9526755
19502,538.8481727
19503,532.0420818
19504,518.4625431
19505,530.5404982
19506,543.5977469
19507,576.8121234
19508,554.2965301
19509,517.3771593
19510,519.2541388
19511,506.980325
19512,448.2705397
19513,357.743343
19514,302.7610558
19515,250.160644
19516,210.56097
19517,188.4868005
19518,202.674493
19519,235.0488795
19520,270.6734503
19521,349.7692385
19522,496.4577108
19523,550.3884678
19524,556.2196811
19525,491.9329442
19526,525.996152
19527,519.3523926
19528,506.0967383
19529,517.8866231
19530,530.6324446
19531,563.0546278
19532,541.076052
19533,505.0372419
19534,506.8694537
19535,494.8883816
19536,613.41974
19537,489.541045
19538,414.3025064
19539,342.3233597
19540,288.1346064
19541,257.9280009
19542,277.3426398
19543,321.6442076
19544,370.3933737
19545,478.6291677
19546,679.3597459
19547,753.1593556
19548,761.1388703
19549,673.1679913
19550,719.7805661
19551,710.6891518
19552,692.5499272
19553,708.6833722
19554,726.1249343
19555,770.491908
19556,740.4161143
19557,691.1000974
19558,693.6073219
19559,677.2122535
19560,607.3785233
19561,484.719838
19562,410.2222803
19563,338.9520146
19564,285.296935
19565,255.387817
19566,274.6112523
19567,318.4765196
19568,366.7455833
19569,473.9154255
19570,672.6691241
19571,745.7419241
19572,753.6428531
19573,666.5383485
19574,712.691863
19575,703.6899848
19576,685.729403
19577,701.7039589
19578,718.9737492
19579,762.9037782
19580,733.1241836
19581,684.2938516
19582,686.776384
19583,670.5427812
19584,631.8501862
19585,504.2495053
19586,426.7503941
19587,352.6086046
19588,296.7917281
19589,265.6775529
19590,285.6755125
19591,331.3081389
19592,381.5219936
19593,493.0097762
19594,699.7713864
19595,775.7883355
19596,784.0075979
19597,693.393598
19598,741.4066666
19599,732.0420971
19600,713.3578721
19601,729.976053
19602,747.941654
19603,793.6416515
19604,762.6622183
19605,711.8644815
19606,714.4470367
19607,697.5593718
19608,617.3351574
19609,492.665753
19610,416.9469717
19611,344.5083869
19612,289.9737504
19613,259.5743382
19614,279.1128994
19615,323.6972412
19616,372.75757
19617,481.6842259
19618,683.6960539
19619,757.9667217
19620,765.9971691
19621,677.4647778
19622,724.3748776
19623,715.2254334
19624,696.9704273
19625,713.206851
19626,730.7597415
19627,775.4099066
19628,745.1421411
19629,695.5113433
19630,698.0345713
19631,681.5348543
19632,601.3399944
19633,479.900776
19634,406.1438696
19635,335.5821695
19636,282.4605262
19637,252.8487633
19638,271.8810801
19639,315.3102409
19640,363.0994159
19641,469.2037805
19642,665.9814791
19643,738.3277928
19644,746.1501711
19645,659.9116554
19646,705.6063138
19647,696.6939319
19648,678.9119133
19649,694.727651
19650,711.8257458
19651,755.3190245
19652,725.8354972
19653,677.4906342
19654,679.9484853
19655,663.8762762
19656,470.0460672
19657,375.1213532
19658,317.468205
19659,262.3126359
19660,220.7893384
19661,197.6428774
19662,212.5197619
19663,246.4667909
19664,283.8218878
19665,366.7598925
19666,520.5740147
19667,577.1245527
19668,583.2390274
19669,515.8294496
19670,551.5473374
19671,544.5808458
19672,530.6812748
19673,543.043874
19674,556.408846
19675,590.4059937
19676,567.35977
19677,529.5703115
19678,531.4915262
19679,518.9284525
19680,459.0087932
19681,366.3130311
19682,310.0136514
19683,256.1532047
19684,215.6049265
19685,193.0019736
19686,207.5295301
19687,240.6794401
19688,277.1573922
19689,358.1479081
19690,508.3502808
19691,563.5729409
19692,569.5438401
19693,503.7171241
19694,538.5963109
19695,531.7934012
19696,518.2202097
19697,530.2925195
19698,543.3436651
19699,576.5425169
19700,554.0374476
19701,517.1353332
19702,519.0114354
19703,506.7433585
19704,624.4718803
19705,498.3612311
19706,421.7671005
19707,348.4910871
19708,293.3260012
19709,262.5751556
19710,282.339593
19711,327.4393535
19712,377.0668458
19713,487.2527517
19714,691.599944
19715,766.7292202
19716,774.8525038
19717,685.296631
19718,732.7490365
19719,723.4938199
19720,705.0277762
19721,721.4519016
19722,739.2077128
19723,784.3740576
19724,753.7563806
19725,703.5518244
19726,706.1042223
19727,689.4137598
19728,618.0967266
19729,493.273525
19730,417.4613341
19731,344.9333861
19732,290.3314735
19733,259.8945594
19734,279.4572241
19735,324.0965669
19736,373.2174185
19737,482.2784506
19738,684.5394885
19739,758.9017795
19740,766.9421335
19741,678.3005252
19742,725.2684951
19743,716.1077639
19744,697.8302377
19745,714.0866913
19746,731.6612357
19747,776.366483
19748,746.061378
19749,696.3693537
19750,698.8956944
19751,682.3756227
19752,642.9225653
19753,513.0858431
19754,434.2286575
19755,358.7876265
19756,301.9926295
19757,270.3332175
19758,290.6816162
19759,337.113897
19760,388.2076863
19761,501.6491519
19762,712.033999
19763,789.3830495
19764,797.7463441
19765,705.544448
19766,754.3988851
19767,744.8702133
19768,725.8585708
19769,742.7679644
19770,761.0483899
19771,807.5492223
19772,776.0269136
19773,724.3390104
19774,726.9668216
19775,709.7832216
19776,628.162179
19777,501.3062826
19778,424.2595211
19779,350.5504853
19780,295.0594028
19781,264.126836
19782,284.0080707
19783,329.374347
19784,379.2951115
19785,490.1321579
19786,695.6869341
19787,771.2601846
19788,779.4314725
19789,689.3463719
19790,737.079196
19791,727.7692859
19792,709.1941177
19793,725.715301
19794,743.5760396
19795,789.0092936
19796,758.2106824
19797,707.7094438
19798,710.276925
19799,693.4878306
19800,611.2875701
19801,487.8394618
19802,412.8624429
19803,341.1334867
19804,287.1330866
19805,257.0314756
19806,276.3786316
19807,320.5262127
19808,369.1059329
19809,476.9655128
19810,676.9983767
19811,750.5414683
19812,758.4932472
19813,670.8281439
19814,717.2786992
19815,708.2188856
19816,690.1427106
19817,706.2200778
19818,723.6010152
19819,767.8137749
19820,737.8425209
19821,688.6979202
19822,691.19643
19823,674.8583488
19824,480.3027199
19825,383.3066986
19826,324.3955283
19827,268.0364357
19828,225.607078
19829,201.955549
19830,217.157055
19831,251.8448261
19832,290.0150308
19833,374.7627865
19834,531.9332138
19835,589.7177143
19836,595.9656101
19837,527.0851198
19838,563.5823907
19839,556.4638865
19840,542.2610196
19841,554.8933772
19842,568.54998
19843,603.2889633
19844,579.7398589
19845,541.1258145
19846,543.0889512
19847,530.2517445
19848,469.2592064
19849,374.4933971
19850,316.9367607
19851,261.8735225
19852,220.4197353
19853,197.3120217
19854,212.1640022
19855,246.0542036
19856,283.3467678
19857,366.1459336
19858,519.7025697
